unique.ID,old.block,block,water,microbe,rep,bkgrd,focal,ACAM,BRHO,notes,bkgrd.seed.weight,bkgrd.seeded,focal.seeded,date,initials,ind.proj.pot,focal.germ?,bkgrd.germ?,notes,date,thinning,thinning_r3,nodules_present,nodule_notes - just from a subset of roots; can't eliminate contamination but can find it
307,11,8,0.75,1,1,BRHO,ACAM,focal,24,,0.046,X,X,1/10/24,CW,JA,4,24,,,focals ok; SAVE RED & TEAL/BLUE FOR CW; GOLD FOR JA,ok,,
308,25,31,0.75,1,1,BRHO,ACAM,focal,48,,0.113,X,X,1/9/24,CW,JA,4,"yes, lots",,,focals ok; SAVE GREEN FOR CW; YELLOW FOR JA,ok,,
309,36,37,1,1,1,BRHO,ACAM,focal,0,Seeded by Julia 1/11,,,,,,no,3,0,,,,ok,,
310,29,36,1,1,1,BRHO,ACAM,focal,12,,NA,X,X,1/9/24,CW,no,10,5,,,,ok,,
311,26,31,1,1,1,BRHO,ACAM,focal,24,,0.045,X,X,1/9/24,CW,no,3,20,,,no focals :(,no focals,,
312,37,33,1,1,1,BRHO,ACAM,focal,48,,0.114,X,X,01/11/24,TSD,no,6,"yes, lots",,,,thinned to 3 indiv 2/28,,
313,37,37,0.6,1,2,BRHO,ACAM,focal,0,Seeded by Julia 1/11,,,,,,no,5,0,,,,thinned to 3 indiv 3/1,,
314,45,6,0.6,1,2,BRHO,ACAM,focal,12,,N/A,x,x,1/9/24,TB,no,1,12,sparse focal,,focals ok,ok,,
315,2,13,0.6,1,2,BRHO,ACAM,focal,24,,0.045,x,x,1/8/24,TB,no,3,21,sparse focal,,focals ok,ok,,
316,13,15,0.6,1,2,BRHO,ACAM,focal,48,,0.114,X,X,1/9/24,CE,no,4,34,,,,ok,,
317,28,35,0.75,1,2,BRHO,ACAM,focal,0,,NA,NA,X,1/9/24,CW,JA,3,0,,,focal ok; save for CW,ok,,
318,41,41,0.75,1,2,BRHO,ACAM,focal,12,Seeded by Julia 1/11,,,,,,JA,5,11,,,"focals ok, SAVE RED/PURPLE FOR CW red and pink ok to sample ",thinned to 3 indiv 2/28,,
319,41,40,0.75,1,2,BRHO,ACAM,focal,24,,0.045,X,X,01/11/24,CW,JA,2,26,,,"focals ok, SAVE RED/WHITE AND YELLOW/WHITE for CW, none left to sample",ok,,
320,39,37,0.75,1,2,BRHO,ACAM,focal,48,Seeded by Julia 1/11,,,,,,JA,4,"yes, lots",,,"focals ok, SAVE BOTH FOR CW",ok,,
321,44,23,1,1,2,BRHO,ACAM,focal,0,FIXED 1/12. think this was seeded as a BRHO focal,NA,NA,X,1/12/24,CW,no,4,0,,,,ok,,
322,8,7,1,1,2,BRHO,ACAM,focal,12,,N/A,X,X,01/08/24,CE,no,3,6,sparse focal and background,,,ok,,
323,42,37,1,1,2,BRHO,ACAM,focal,24,Seeded by Julia 1/11,,,,,,no,5,17,,,,thinned to 3 indiv 3/1,,
324,3,5,1,1,2,BRHO,ACAM,focal,48,,0.113,X,X,01/08/24,CW,no,4,57,"more than density, sparse focal",,2 surviving focals,ok,,
325,31,36,0.6,1,3,BRHO,ACAM,focal,0,,NA,NA,X,1/9/24,CW,no,6,0,,,thinned to 3 focals 2/9,ok,,
326,4,6,0.6,1,3,BRHO,ACAM,focal,12,,n/a,x,x,1/9/24,TB,no,2,11,sparse focal,,focals ok,thinned to 3 focals 3/1,,
327,13,15,0.6,1,3,BRHO,ACAM,focal,24,,0.045,X,X,1/9/24,CE,no,3,18,,,,ok,,
328,32,39,0.6,1,3,BRHO,ACAM,focal,48,,0.115,X,X,1/11/24,AFG,no,7,"yes, lots",,,thinned to 4 focals 2/9,thinned to 3 indiv 3/1,,
329,45,8,0.75,1,3,BRHO,ACAM,focal,0,,NA,NA,X,1/10/24,CW,JA,4,0,,,focals ok; SAVE GREEN & GOLD FOR CW,ok,,
330,16,24,0.75,1,3,BRHO,ACAM,focal,12,FIXED 1/12. think this was seeded as a BRHO focal,NA,X,X,1/12/24,CW,JA,4,13,more than density,,focals ok; save yellow for CW; PURPLE FOR JA,ok,,
331,12,15,0.75,1,3,BRHO,ACAM,focal,24,,0.045,X,X,1/9/24,CE,JA,3,23,,,focals ok; SAVE GREEN & BLACK FOR CW; GREEN IN Q2 FOR JA,ok,,
332,6,14,0.75,1,3,BRHO,ACAM,focal,48,,0.114,X,X,01/08/24,CW,JA,3,61,more than density,,SAVE BLACK/RED & GOLD/RED FOR CW; OTHER BLACK FOR JA,ok,,
333,13,16,1,1,3,BRHO,ACAM,focal,0,,N/A,N/A,X,1/9/24,CE,no,1,0,,,,ok,,
334,35,40,1,1,3,BRHO,ACAM,focal,12,,NA,X,X,01/11/24,CW,no,3,9,,,,ok,,
335,32,39,1,1,3,BRHO,ACAM,focal,24,,0.045,X,X,1/11/24,AFG,no,4,15,,,,thinned to 3 indiv 3/1,,
336,9,7,1,1,3,BRHO,ACAM,focal,48,,0.113,X,X,01/08/24,CE,no,5,60,more than density,,thinned to 4 focals 2/14,thinned to 3 focals 3/1,,
337,36,33,0.6,1,4,BRHO,ACAM,focal,0,,n/a,n/a,X,01/11/24,TSD,no,5,0,,,,thinned to 3 indiv 2/28,,
338,16,23,0.6,1,4,BRHO,ACAM,focal,12,,N/A,X,X,1/27/24,CW,no,4,9,REPLANTED ,,thinned to 4 focals 2/14,ok,,
339,1,13,0.6,1,4,BRHO,ACAM,focal,24,,,X,X,1/8/24,CW,no,4,24,,,focals ok,thinned to 3 indiv 3/1,,
340,13,16,0.6,1,4,BRHO,ACAM,focal,48,,0.114,X,X,1/9/24,CE,no,1,31,,,,ok,,
341,40,38,0.75,1,4,BRHO,ACAM,focal,0,Seeded by Julia 1/11,,,,,,JA,2,0,,,focals ok SAVE BOTH FOR CW,ok,,
342,40,37,0.75,1,4,BRHO,ACAM,focal,12,Seeded by Julia 1/11,,,,,,JA,3,13,,,"focals ok, SAVE BLUE/RED AND YELLOW/RED FOR CW purple ok to sample",ok,,
343,22,17,0.75,1,4,BRHO,ACAM,focal,24,,0.044,X,X,1/11/24,CE,JA,2,14,,,focals ok; save all for cw,ok,,
344,37,33,0.75,1,4,BRHO,ACAM,focal,48,,0.114,X,X,01/11/24,TSD,JA,0,"yes, lots",,,no focals,no focals,,
345,34,33,1,1,4,BRHO,ACAM,focal,0,,n/a,n/a,X,01/11/24,TSD,no,7,0,wait to thin based on how many focals survive,,thinned to 4 focals 2/9,thinned to 3 indiv 2/28,,
346,5,6,1,1,4,BRHO,ACAM,focal,12,,n/a,x,x,1/9/24,TB,no,4,11,sparse focal,,focals ok,thinned to 3 focals 3/1,,
347,44,18,1,1,4,BRHO,ACAM,focal,24,,0.45,X,X,1/11/24,CE,no,1,17,,,,ok,,
348,27,32,1,1,4,BRHO,ACAM,focal,48,,0.114,X,X,1/9/24,CW,no,3,"yes, lots",,,,ok,,
349,2,13,0.6,1,5,BRHO,ACAM,focal,0,,N/A,N/A,X,1/8/24,TB,no,4,2,more than density; weeded bkgrd 1/25,,focals ok,ok,,
350,19,25,0.6,1,5,BRHO,ACAM,focal,12,,NA,X,X,1/8/24,CW,no,3,11,,,,ok,,
351,2,13,0.6,1,5,BRHO,ACAM,focal,24,,0.045,X,X,1/8/24,CW,no,4,20,sparse focal,,focals ok,thinned to 3 indiv 3/1,,
352,30,36,0.6,1,5,BRHO,ACAM,focal,48,,0.114,X,X,1/9/24,CW,no,4,"yes, lots",,,,ok,,
353,44,24,0.75,1,5,BRHO,ACAM,focal,0,FIXED 1/12. think this was seeded as a BRHO focal,NA,NA,X,1/12/24,CW,JA,5,0,,,focals ok; SAVE RED/GOLD & RED/GREEN FOR CW; 1 GREEN FOR JA,ok,,
354,43,41,0.75,1,5,BRHO,ACAM,focal,12,Seeded by Julia 1/11,,,,,,JA,6,11,,,"focals ok, SAVE WHITE/PINK and YELLOW/PINK FOR CW, red and purple ok to sample",ok,,
355,33,40,0.75,1,5,BRHO,ACAM,focal,24,,0.046,X,X,01/11/24,TSD,JA,5,22,,,"focals ok, SAVE PINK/WHITE FOR CW yellow ok to sample",ok,,
356,3,5,0.75,1,5,BRHO,ACAM,focal,48,,0.112,X,X,01/08/24,TSD,JA,5,56,more than density,,focals ok; SAVE RED/GOLD FOR CARMEN; OTHER RED FOR JA,ok,,
357,15,23,1,1,5,BRHO,ACAM,focal,0,,N/A,N/A,X,1/9/24,CE,no,2,0,,,,ok,,
358,31,36,1,1,5,BRHO,ACAM,focal,12,,NA,X,X,1/9/24,CW,no,5,12,,,,thinned to 3 indiv 3/1,,
359,6,14,1,1,5,BRHO,ACAM,focal,24,,0.044,X,X,01/08/24,CW,no,5,21,,,focals ok,thinned to 3 indiv 3/1,,
360,8,7,1,1,5,BRHO,ACAM,focal,48,,0.114,X,X,01/08/24,CE,no,2,28,sparse focal and background,,,ok,,
361,NA,34,0.75,1,6,ACAM,BRHO,12,focal,using a pot that was supposed to be ACAMf but was seeded as BRHOf with ACAM bkgrd,,X,X,1/11/24,CW,JA,1,8,maybe add another focal? seems weird to only have 1 come up here. ; PLANTED 3 MORE FOCALS 1/27,,"focals ok, SAVE PURPLE/WHITE FOR CW purple ok to sample",ok,,
